x coord, y coord, z coord, scalar
0,5,38,-0.431456
0,5,39,-0.373959
0,5,40,-0.314987
0,5,41,-0.254771
0,5,42,-0.193549
0,5,43,-0.131564
0,5,44,-0.069060
0,5,45,-0.006283
0,5,46,0.056519
0,5,47,0.119097
0,5,48,0.181206
0,5,49,0.242599
0,5,50,0.303035
0,6,0,-0.362275
0,6,1,-0.420086
0,6,2,-0.476238
0,6,3,-0.530511
0,6,4,-0.582690
0,6,5,-0.632570
0,6,6,-0.679953
0,6,7,-0.724653
0,6,8,-0.766493
0,6,9,-0.805308
0,6,10,-0.840945
0,6,11,-0.873262
0,6,12,-0.902134
0,6,13,-0.927445
0,6,14,-0.949096
0,6,15,-0.967001
0,6,16,-0.981091
0,6,17,-0.991308
0,6,18,-0.997613
0,6,19,-0.999980
0,6,20,-0.998402
0,6,21,-0.992883
0,6,22,-0.983445
0,6,23,-0.970127
0,6,24,-0.952979
0,6,25,-0.932071
0,6,26,-0.907484
0,6,27,-0.879316
0,6,28,-0.847678
0,6,29,-0.812694
0,6,30,-0.774503
0,6,31,-0.733255
0,6,32,-0.689114
0,6,33,-0.642253
0,6,34,-0.592857
0,6,35,-0.541121
0,6,36,-0.487250
0,6,37,-0.431456
0,6,38,-0.373959
0,6,39,-0.314987
0,6,40,-0.254771
0,6,41,-0.193549
0,6,42,-0.131564
0,6,43,-0.069060
0,6,44,-0.006283
0,6,45,0.056519
0,6,46,0.119097
0,6,47,0.181206
0,6,48,0.242599
0,6,49,0.303035
0,6,50,0.362275
0,7,0,-0.420086
0,7,1,-0.476238
0,7,2,-0.530511
0,7,3,-0.582690
0,7,4,-0.632570
0,7,5,-0.679953
0,7,6,-0.724653
0,7,7,-0.766493
0,7,8,-0.805308
0,7,9,-0.840945
0,7,10,-0.873262
0,7,11,-0.902134
0,7,12,-0.927445
0,7,13,-0.949096
0,7,14,-0.967001
0,7,15,-0.981091
0,7,16,-0.991308
0,7,17,-0.997613
0,7,18,-0.999980
0,7,19,-0.998402
0,7,20,-0.992883
0,7,21,-0.983445
0,7,22,-0.970127
0,7,23,-0.952979
0,7,24,-0.932071
0,7,25,-0.907484
0,7,26,-0.879316
0,7,27,-0.847678
0,7,28,-0.812694
0,7,29,-0.774503
0,7,30,-0.733255
0,7,31,-0.689114
0,7,32,-0.642253
0,7,33,-0.592857
0,7,34,-0.541121
0,7,35,-0.487250
0,7,36,-0.431456
0,7,37,-0.373959
0,7,38,-0.314987
0,7,39,-0.254771
0,7,40,-0.193549
0,7,41,-0.131564
0,7,42,-0.069060
0,7,43,-0.006283
0,7,44,0.056519
0,7,45,0.119097
0,7,46,0.181206
0,7,47,0.242599
0,7,48,0.303035
0,7,49,0.362275
0,7,50,0.420086
0,8,0,-0.476238
0,8,1,-0.530511
0,8,2,-0.582690
0,8,3,-0.632570
0,8,4,-0.679953
0,8,5,-0.724653
0,8,6,-0.766493
0,8,7,-0.805308
0,8,8,-0.840945
0,8,9,-0.873262
0,8,10,-0.902134
0,8,11,-0.927445
0,8,12,-0.949096
0,8,13,-0.967001
0,8,14,-0.981091
0,8,15,-0.991308
0,8,16,-0.997613
0,8,17,-0.999980
0,8,18,-0.998402
0,8,19,-0.992883
0,8,20,-0.983445
0,8,21,-0.970127
0,8,22,-0.952979
0,8,23,-0.932071
0,8,24,-0.907484
0,8,25,-0.879316
0,8,26,-0.847678
0,8,27,-0.812694
0,8,28,-0.774503
0,8,29,-0.733255
0,8,30,-0.689114
0,8,31,-0.642253
0,8,32,-0.592857
0,8,33,-0.541121
0,8,34,-0.487250
0,8,35,-0.431456
0,8,36,-0.373959
0,8,37,-0.314987
0,8,38,-0.254771
0,8,39,-0.193549
0,8,40,-0.131564
0,8,41,-0.069060
0,8,42,-0.006283
0,8,43,0.056519
0,8,44,0.119097
0,8,45,0.181206
0,8,46,0.242599
0,8,47,0.303035
0,8,48,0.362275
0,8,49,0.420086
0,8,50,0.476238
0,9,0,-0.530511
0,9,1,-0.582690
0,9,2,-0.632570
0,9,3,-0.679953
0,9,4,-0.724653
0,9,5,-0.766493
0,9,6,-0.805308
0,9,7,-0.840945
0,9,8,-0.873262
0,9,9,-0.902134
0,9,10,-0.927445
0,9,11,-0.949096
0,9,12,-0.967001
0,9,13,-0.981091
0,9,14,-0.991308
0,9,15,-0.997613
0,9,16,-0.999980
0,9,17,-0.998402
0,9,18,-0.992883
0,9,19,-0.983445
0,9,20,-0.970127
0,9,21,-0.952979
0,9,22,-0.932071
0,9,23,-0.907484
0,9,24,-0.879316
0,9,25,-0.847678
0,9,26,-0.812694
0,9,27,-0.774503
0,9,28,-0.733255
0,9,29,-0.689114
0,9,30,-0.642253
0,9,31,-0.592857
0,9,32,-0.541121
0,9,33,-0.487250
0,9,34,-0.431456
0,9,35,-0.373959
0,9,36,-0.314987
0,9,37,-0.254771
0,9,38,-0.193549
0,9,39,-0.131564
0,9,40,-0.069060
0,9,41,-0.006283
0,9,42,0.056519
0,9,43,0.119097
0,9,44,0.181206
0,9,45,0.242599
0,9,46,0.303035
0,9,47,0.362275
0,9,48,0.420086
0,9,49,0.476238
0,9,50,0.530511
0,10,0,-0.582690
0,10,1,-0.632570
0,10,2,-0.679953
0,10,3,-0.724653
0,10,4,-0.766493
0,10,5,-0.805308
0,10,6,-0.840945
0,10,7,-0.873262
0,10,8,-0.902134
0,10,9,-0.927445
0,10,10,-0.949096
0,10,11,-0.967001
0,10,12,-0.981091
0,10,13,-0.991308
0,10,14,-0.997613
0,10,15,-0.999980
0,10,16,-0.998402
0,10,17,-0.992883
0,10,18,-0.983445
0,10,19,-0.970127
0,10,20,-0.952979
0,10,21,-0.932071
0,10,22,-0.907484
0,10,23,-0.879316
0,10,24,-0.847678
0,10,25,-0.812694
0,10,26,-0.774503
0,10,27,-0.733255
0,10,28,-0.689114
0,10,29,-0.642253
0,10,30,-0.592857
0,10,31,-0.541121
0,10,32,-0.487250
0,10,33,-0.431456
0,10,34,-0.373959
0,10,35,-0.314987
0,10,36,-0.254771
0,10,37,-0.193549
0,10,38,-0.131564
0,10,39,-0.069060
0,10,40,-0.006283
0,10,41,0.056519
0,10,42,0.119097
0,10,43,0.181206
0,10,44,0.242599
0,10,45,0.303035
0,10,46,0.362275
0,10,47,0.420086
0,10,48,0.476238
0,10,49,0.530511
0,10,50,0.582690
0,11,0,-0.632570
0,11,1,-0.679953
0,11,2,-0.724653
0,11,3,-0.766493
0,11,4,-0.805308
0,11,5,-0.840945
0,11,6,-0.873262
0,11,7,-0.902134
0,11,8,-0.927445
0,11,9,-0.949096
0,11,10,-0.967001
0,11,11,-0.981091
0,11,12,-0.991308
0,11,13,-0.997613
0,11,14,-0.999980
0,11,15,-0.998402
0,11,16,-0.992883
0,11,17,-0.983445
0,11,18,-0.970127
0,11,19,-0.952979
0,11,20,-0.932071
0,11,21,-0.907484
0,11,22,-0.879316
0,11,23,-0.847678
0,11,24,-0.812694
0,11,25,-0.774503
0,11,26,-0.733255
0,11,27,-0.689114
0,11,28,-0.642253
0,11,29,-0.592857
0,11,30,-0.541121
0,11,31,-0.487250
0,11,32,-0.431456
0,11,33,-0.373959
0,11,34,-0.314987
0,11,35,-0.254771
0,11,36,-0.193549
0,11,37,-0.131564
0,11,38,-0.069060
0,11,39,-0.006283
0,11,40,0.056519
0,11,41,0.119097
0,11,42,0.181206
0,11,43,0.242599
0,11,44,0.303035
0,11,45,0.362275
0,11,46,0.420086
0,11,47,0.476238
0,11,48,0.530511
0,11,49,0.582690
0,11,50,0.632570
0,12,0,-0.679953
0,12,1,-0.724653
0,12,2,-0.766493
0,12,3,-0.805308
0,12,4,-0.840945
0,12,5,-0.873262
0,12,6,-0.902134
0,12,7,-0.927445
0,12,8,-0.949096
0,12,9,-0.967001
0,12,10,-0.981091
0,12,11,-0.991308
0,12,12,-0.997613
0,12,13,-0.999980
0,12,14,-0.998402
0,12,15,-0.992883
0,12,16,-0.983445
0,12,17,-0.970127
0,12,18,-0.952979
0,12,19,-0.932071
0,12,20,-0.907484
0,12,21,-0.879316
0,12,22,-0.847678
0,12,23,-0.812694
0,12,24,-0.774503
0,12,25,-0.733255
0,12,26,-0.689114
0,12,27,-0.642253
0,12,28,-0.592857
0,12,29,-0.541121
0,12,30,-0.487250
0,12,31,-0.431456
0,12,32,-0.373959
0,12,33,-0.314987
0,12,34,-0.254771
0,12,35,-0.193549
0,12,36,-0.131564
0,12,37,-0.069060
0,12,38,-0.006283
0,12,39,0.056519
0,12,40,0.119097
0,12,41,0.181206
0,12,42,0.242599
0,12,43,0.303035
0,12,44,0.362275
0,12,45,0.420086
0,12,46,0.476238
0,12,47,0.530511
0,12,48,0.582690
0,12,49,0.632570
0,12,50,0.679953
0,13,0,-0.724653
0,13,1,-0.766493
0,13,2,-0.805308
0,13,3,-0.840945
0,13,4,-0.873262
0,13,5,-0.902134
0,13,6,-0.927445
0,13,7,-0.949096
0,13,8,-0.967001
0,13,9,-0.981091
0,13,10,-0.991308
0,13,11,-0.997613
0,13,12,-0.999980
0,13,13,-0.998402
0,13,14,-0.992883
0,13,15,-0.983445
0,13,16,-0.970127
0,13,17,-0.952979
0,13,18,-0.932071
0,13,19,-0.907484
0,13,20,-0.879316
0,13,21,-0.847678
0,13,22,-0.812694
0,13,23,-0.774503
0,13,24,-0.733255
0,13,25,-0.689114
0,13,26,-0.642253
0,13,27,-0.592857
0,13,28,-0.541121
0,13,29,-0.487250
0,13,30,-0.431456
0,13,31,-0.373959
0,13,32,-0.314987
0,13,33,-0.254771
0,13,34,-0.193549
0,13,35,-0.131564
0,13,36,-0.069060
0,13,37,-0.006283
0,13,38,0.056519
0,13,39,0.119097
0,13,40,0.181206
0,13,41,0.242599
0,13,42,0.303035
0,13,43,0.362275
0,13,44,0.420086
0,13,45,0.476238
0,13,46,0.530511
0,13,47,0.582690
0,13,48,0.632570
0,13,49,0.679953
0,13,50,0.724653
0,14,0,-0.766493
0,14,1,-0.805308
0,14,2,-0.840945
0,14,3,-0.873262
0,14,4,-0.902134
0,14,5,-0.927445
0,14,6,-0.949096
0,14,7,-0.967001
0,14,8,-0.981091
0,14,9,-0.991308
0,14,10,-0.997613
0,14,11,-0.999980
0,14,12,-0.998402
0,14,13,-0.992883
0,14,14,-0.983445
0,14,15,-0.970127
0,14,16,-0.952979
0,14,17,-0.932071
0,14,18,-0.907484
0,14,19,-0.879316
0,14,20,-0.847678
0,14,21,-0.812694
0,14,22,-0.774503
0,14,23,-0.733255
0,14,24,-0.689114
0,14,25,-0.642253
0,14,26,-0.592857
0,14,27,-0.541121
0,14,28,-0.487250
0,14,29,-0.431456
0,14,30,-0.373959
0,14,31,-0.314987
0,14,32,-0.254771
0,14,33,-0.193549
0,14,34,-0.131564
0,14,35,-0.069060
0,14,36,-0.006283
0,14,37,0.056519
0,14,38,0.119097
0,14,39,0.181206
0,14,40,0.242599
0,14,41,0.303035
0,14,42,0.362275
0,14,43,0.420086
0,14,44,0.476238
0,14,45,0.530511
0,14,46,0.582690
0,14,47,0.632570
0,14,48,0.679953
0,14,49,0.724653
0,14,50,0.766493
0,15,0,-0.805308
0,15,1,-0.840945
0,15,2,-0.873262
0,15,3,-0.902134
0,15,4,-0.927445
0,15,5,-0.949096
0,15,6,-0.967001
0,15,7,-0.981091
0,15,8,-0.991308
0,15,9,-0.997613
0,15,10,-0.999980
0,15,11,-0.998402
0,15,12,-0.992883
0,15,13,-0.983445
0,15,14,-0.970127
0,15,15,-0.952979
0,15,16,-0.932071
0,15,17,-0.907484
0,15,18,-0.879316
0,15,19,-0.847678
0,15,20,-0.812694
0,15,21,-0.774503
0,15,22,-0.733255
0,15,23,-0.689114
0,15,24,-0.642253
0,15,25,-0.592857
0,15,26,-0.541121
0,15,27,-0.487250
0,15,28,-0.431456
0,15,29,-0.373959
0,15,30,-0.314987
0,15,31,-0.254771
0,15,32,-0.193549
0,15,33,-0.131564
0,15,34,-0.069060
0,15,35,-0.006283
0,15,36,0.056519
0,15,37,0.119097
0,15,38,0.181206
0,15,39,0.242599
0,15,40,0.303035
0,15,41,0.362275
0,15,42,0.420086
0,15,43,0.476238
0,15,44,0.530511
0,15,45,0.582690
0,15,46,0.632570
0,15,47,0.679953
0,15,48,0.724653
0,15,49,0.766493
0,15,50,0.805308
0,16,0,-0.840945
0,16,1,-0.873262
0,16,2,-0.902134
0,16,3,-0.927445
0,16,4,-0.949096
0,16,5,-0.967001
0,16,6,-0.981091
0,16,7,-0.991308
0,16,8,-0.997613
0,16,9,-0.999980
0,16,10,-0.998402
0,16,11,-0.992883
0,16,12,-0.983445
0,16,13,-0.970127
0,16,14,-0.952979
0,16,15,-0.932071
0,16,16,-0.907484
0,16,17,-0.879316
0,16,18,-0.847678
0,16,19,-0.812694
0,16,20,-0.774503
0,16,21,-0.733255
0,16,22,-0.689114
0,16,23,-0.642253
0,16,24,-0.592857
0,16,25,-0.541121
0,16,26,-0.487250
0,16,27,-0.431456
0,16,28,-0.373959
0,16,29,-0.314987
0,16,30,-0.254771
0,16,31,-0.193549
0,16,32,-0.131564
0,16,33,-0.069060
0,16,34,-0.006283
0,16,35,0.056519
0,16,36,0.119097
0,16,37,0.181206
0,16,38,0.242599
0,16,39,0.303035
0,16,40,0.362275
0,16,41,0.420086
0,16,42,0.476238
0,16,43,0.530511
0,16,44,0.582690
0,16,45,0.632570
0,16,46,0.679953
0,16,47,0.724653
0,16,48,0.766493
0,16,49,0.805308
0,16,50,0.840945
0,17,0,-0.873262
0,17,1,-0.902134
0,17,2,-0.927445
0,17,3,-0.949096
0,17,4,-0.967001
0,17,5,-0.981091
0,17,6,-0.991308
0,17,7,-0.997613
0,17,8,-0.999980
0,17,9,-0.998402
0,17,10,-0.992883
0,17,11,-0.983445
0,17,12,-0.970127
0,17,13,-0.952979
0,17,14,-0.932071
0,17,15,-0.907484
0,17,16,-0.879316
0,17,17,-0.847678
0,17,18,-0.812694
0,17,19,-0.774503
0,17,20,-0.733255
0,17,21,-0.689114
0,17,22,-0.642253
0,17,23,-0.592857
0,17,24,-0.541121
0,17,25,-0.487250
0,17,26,-0.431456
0,17,27,-0.373959
0,17,28,-0.314987
0,17,29,-0.254771
0,17,30,-0.193549
0,17,31,-0.131564
0,17,32,-0.069060
0,17,33,-0.006283
0,17,34,0.056519
0,17,35,0.119097
0,17,36,0.181206
0,17,37,0.242599
0,17,38,0.303035
0,17,39,0.362275
0,17,40,0.420086
0,17,41,0.476238
0,17,42,0.530511
0,17,43,0.582690
0,17,44,0.632570
0,17,45,0.679953
0,17,46,0.724653
0,17,47,0.766493
0,17,48,0.805308
0,17,49,0.840945
0,17,50,0.873262
0,18,0,-0.902134
0,18,1,-0.927445
0,18,2,-0.949096
0,18,3,-0.967001
0,18,4,-0.981091
0,18,5,-0.991308
0,18,6,-0.997613
0,18,7,-0.999980
0,18,8,-0.998402
0,18,9,-0.992883
0,18,10,-0.983445
0,18,11,-0.970127
0,18,12,-0.952979
0,18,13,-0.932071
0,18,14,-0.907484
0,18,15,-0.879316
0,18,16,-0.847678
0,18,17,-0.812694
0,18,18,-0.774503
0,18,19,-0.733255
0,18,20,-0.689114
0,18,21,-0.642253
0,18,22,-0.592857
0,18,23,-0.541121
0,18,24,-0.487250
0,18,25,-0.431456
0,18,26,-0.373959
0,18,27,-0.314987
0,18,28,-0.254771
0,18,29,-0.193549
0,18,30,-0.131564
0,18,31,-0.069060
0,18,32,-0.006283
0,18,33,0.056519
0,18,34,0.119097
0,18,35,0.181206
0,18,36,0.242599
0,18,37,0.303035
0,18,38,0.362275
0,18,39,0.420086
0,18,40,0.476238
0,18,41,0.530511
0,18,42,0.582690
0,18,43,0.632570
0,18,44,0.679953
0,18,45,0.724653
0,18,46,0.766493
0,18,47,0.805308
0,18,48,0.840945
0,18,49,0.873262
0,18,50,0.902134
0,19,0,-0.927445
0,19,1,-0.949096
0,19,2,-0.967001
0,19,3,-0.981091
0,19,4,-0.991308
0,19,5,-0.997613
0,19,6,-0.999980
0,19,7,-0.998402
0,19,8,-0.992883
0,19,9,-0.983445
0,19,10,-0.970127
0,19,11,-0.952979
0,19,12,-0.932071
0,19,13,-0.907484
0,19,14,-0.879316
0,19,15,-0.847678
0,19,16,-0.812694
0,19,17,-0.774503
0,19,18,-0.733255
0,19,19,-0.689114
0,19,20,-0.642253
0,19,21,-0.592857
0,19,22,-0.541121
0,19,23,-0.487250
0,19,24,-0.431456
0,19,25,-0.373959
0,19,26,-0.314987
0,19,27,-0.254771
0,19,28,-0.193549
0,19,29,-0.131564
0,19,30,-0.069060
0,19,31,-0.006283
0,19,32,0.056519
0,19,33,0.119097
0,19,34,0.181206
0,19,35,0.242599
0,19,36,0.303035
0,19,37,0.362275
0,19,38,0.420086
0,19,39,0.476238
0,19,40,0.530511
0,19,41,0.582690
0,19,42,0.632570
0,19,43,0.679953
0,19,44,0.724653
0,19,45,0.766493
0,19,46,0.805308
0,19,47,0.840945
0,19,48,0.873262
0,19,49,0.902134
0,19,50,0.927445
0,20,0,-0.949096
0,20,1,-0.967001
0,20,2,-0.981091
0,20,3,-0.991308
0,20,4,-0.997613
0,20,5,-0.999980
0,20,6,-0.998402
0,20,7,-0.992883
0,20,8,-0.983445
0,20,9,-0.970127
0,20,10,-0.952979
0,20,11,-0.932071
0,20,12,-0.907484
0,20,13,-0.879316
0,20,14,-0.847678
0,20,15,-0.812694
0,20,16,-0.774503
0,20,17,-0.733255
0,20,18,-0.689114
0,20,19,-0.642253
0,20,20,-0.592857
0,20,21,-0.541121
0,20,22,-0.487250
0,20,23,-0.431456
0,20,24,-0.373959
0,20,25,-0.314987
0,20,26,-0.254771
0,20,27,-0.193549
0,20,28,-0.131564
0,20,29,-0.069060
0,20,30,-0.006283
0,20,31,0.056519
0,20,32,0.119097
0,20,33,0.181206
0,20,34,0.242599
0,20,35,0.303035
0,20,36,0.362275
0,20,37,0.420086
0,20,38,0.476238
0,20,39,0.530511
0,20,40,0.582690
0,20,41,0.632570
0,20,42,0.679953
0,20,43,0.724653
0,20,44,0.766493
0,20,45,0.805308
0,20,46,0.840945
0,20,47,0.873262
0,20,48,0.902134
0,20,49,0.927445
0,20,50,0.949096
0,21,0,-0.967001
0,21,1,-0.981091
0,21,2,-0.991308
0,21,3,-0.997613
0,21,4,-0.999980
0,21,5,-0.998402
0,21,6,-0.992883
0,21,7,-0.983445
0,21,8,-0.970127
0,21,9,-0.952979
0,21,10,-0.932071
0,21,11,-0.907484
0,21,12,-0.879316
0,21,13,-0.847678
0,21,14,-0.812694
0,21,15,-0.774503
0,21,16,-0.733255
0,21,17,-0.689114
0,21,18,-0.642253
0,21,19,-0.592857
0,21,20,-0.541121
0,21,21,-0.487250
0,21,22,-0.431456
0,21,23,-0.373959
0,21,24,-0.314987
0,21,25,-0.254771
0,21,26,-0.193549
0,21,27,-0.131564
0,21,28,-0.069060
0,21,29,-0.006283
0,21,30,0.056519
0,21,31,0.119097
0,21,32,0.181206
0,21,33,0.242599
0,21,34,0.303035
0,21,35,0.362275
0,21,36,0.420086
0,21,37,0.476238
0,21,38,0.530511
0,21,39,0.582690
0,21,40,0.632570
0,21,41,0.679953
0,21,42,0.724653
0,21,43,0.766493
0,21,44,0.805308
0,21,45,0.840945
0,21,46,0.873262
0,21,47,0.902134
0,21,48,0.927445
0,21,49,0.949096
0,21,50,0.967001
0,22,0,-0.981091
0,22,1,-0.991308
0,22,2,-0.997613
0,22,3,-0.999980
0,22,4,-0.998402
0,22,5,-0.992883
0,22,6,-0.983445
0,22,7,-0.970127
0,22,8,-0.952979
0,22,9,-0.932071
0,22,10,-0.907484
0,22,11,-0.879316
0,22,12,-0.847678
0,22,13,-0.812694
0,22,14,-0.774503
0,22,15,-0.733255
0,22,16,-0.689114
0,22,17,-0.642253
0,22,18,-0.592857
0,22,19,-0.541121
0,22,20,-0.487250
0,22,21,-0.431456
0,22,22,-0.373959
0,22,23,-0.314987
0,22,24,-0.254771
0,22,25,-0.193549
0,22,26,-0.131564
0,22,27,-0.069060
0,22,28,-0.006283
0,22,29,0.056519
0,22,30,0.119097
0,22,31,0.181206
0,22,32,0.242599
0,22,33,0.303035
0,22,34,0.362275
0,22,35,0.420086
0,22,36,0.476238
0,22,37,0.530511
0,22,38,0.582690
0,22,39,0.632570
0,22,40,0.679953
0,22,41,0.724653
0,22,42,0.766493
0,22,43,0.805308
0,22,44,0.840945
0,22,45,0.873262
0,22,46,0.902134
0,22,47,0.927445
0,22,48,0.949096
0,22,49,0.967001
0,22,50,0.981091
0,23,0,-0.991308
0,23,1,-0.997613
0,23,2,-0.999980
0,23,3,-0.998402
0,23,4,-0.992883
0,23,5,-0.983445
0,23,6,-0.970127
0,23,7,-0.952979
0,23,8,-0.932071
0,23,9,-0.907484
